train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.4363207547169811,0.39290514438577323,0.37388467798522607,0.3708474995421258,0.4347355397463656,0.38820831889282964,0.369934990823448,0.36637725903783586
