train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.4332206225571521,0.4073055056320689,0.3634387063287384,0.37278960414322165,0.43195174760284566,0.40112671738550104,0.361498090995218,0.36935750032305853
