train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.44006059668756853,0.40571422223318215,0.3819177439325298,0.3886877895886466,0.4363383291623316,0.397701321785239,0.3761120981551549,0.38167367602036134
