train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.43229269184264546,0.40302577168229176,0.3431976835940562,0.34983035222010306,0.4300255883924303,0.4005258523733556,0.3409099449553485,0.3472123823065667
