train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.4373471023254506,0.40249436594287247,0.3730140683065862,0.3747009679852258,0.43604307848044316,0.3970428575030263,0.3706262032276612,0.37078410073045054
