train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.43301324410201614,0.3908231109821545,0.36380825300466757,0.3559705478105274,0.4306020301999269,0.38400399468638335,0.3592620806933346,0.35072816307148114
